"Suite name","Test name","Test number","Lsl","Lsl_typ","Usl_typ","Usl","Units","Lsl","Lsl_typ","Usl_typ","Usl","Units","Bin_s_num","Bin_s_name","Bin_h_num","Bin_h_name","Bin_type","Bin_reprobe","Bin_overon","Test_remarks"
SLEEP_CURRENT,I_PowUp,40080007,0.01,GE,LE,0.15,mA,,,,,,4008,SLEEP_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P0_RX1,40090000,-0.5,GE,LE,2,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P0_RX2,40090001,-0.5,GE,LE,1,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P0_TX,40090002,-0.5,GE,LE,25,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P8_TX,40090003,-0.5,GE,LE,30,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P0_PLL,40090004,-0.5,GE,LE,2,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P0_TXVCO,40090005,-0.5,GE,LE,1,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,VDD1P8_DIG,40090006,-0.5,GE,LE,5,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
STANDBY_CURRENT,I_PowUp,40090007,1,GE,LE,45,mA,,,,,,4009,STANDBY_CURRENT_FAILED,4,OTHER_FAILED,,,,
RX_EVM_B1_DRX_HB4,EVMrms,50000000,0.01,GE,LE,5,per,,,,,,5000,RX_EVM_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_EVM_B1_DRX_HB4,EVMpeak,50000001,0.01,GE,LE,89,per,,,,,,5000,RX_EVM_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_FILT_B43_DRX_UHB2,FILT_2G_2G_400k_I,50010000,-79,GE,LE,-13.5,dB,,,,,,5001,RX_FILT_B43_DRX_UHB2_FILT_2G_2G_400k_I_FAILED,5,RX_FAILED,,,,
RX_FILT_B43_DRX_UHB2,FILT_2G_2G_400k_Q,50020000,-79,GE,LE,-13.5,dB,,,,,,5002,RX_FILT_B43_DRX_UHB2_FILT_2G_2G_400k_Q_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_2G_AGC1_I,50030000,59,GE,LE,67,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_2G_AGC1_Q,50030001,59,GE,LE,67,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_3G-SC_AGC1_I,50030002,55,GE,LE,63,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_3G-SC_AGC1_Q,50030003,55,GE,LE,63,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_3G-SC_MAX_I,50030004,58.3,GE,LE,64.3,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_3G-SC_MAX_Q,50030005,58.3,GE,LE,64.3,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GSTEP_3G-SC_LNA_3DB_I,50040000,2,GE,LE,4,dB,,,,,,5004,RX_GAIN_B1_DRX_HB4_GSTEP_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GSTEP_3G-SC_LNA_42DB_Q,50030006,39,GE,LE,45,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_4G_AGC1_I,50030007,51,GE,LE,59,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_DRX_HB4,GAIN_4G_AGC1_Q,50030008,51,GE,LE,59,dB,,,,,,5003,RX_GAIN_B1_DRX_HB4_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_I,50050000,6,GE,LE,12,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_Q,50050001,6,GE,LE,12,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_MID_I,50050002,-10,GE,LE,15,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_MID_Q,50050003,-10,GE,LE,15,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_MIN_I,50050004,-20,GE,LE,15,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B1_TXFB_EXTERNAL,GAIN_MIN_Q,50050005,-20,GE,LE,15,dB,,,,,,5005,RX_GAIN_B1_TXFB_EXTERNAL_GAIN_FAILED,5,RX_FAILED,,,,
RX_IIP_CAL_B11_MRX_HB1,IM2_CAL,50060000,5,GE,LE,100,dB,,,,,,5006,RX_IIP_CAL_B11_MRX_HB1_IIP2_FAILED,5,RX_FAILED,,,,
RX_IR_B1_DRX_HB4,IR,50070000,30,GE,LE,89,dB,,,,,,5007,RX_IR_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_NF_B1_TXFB_1,NoiseFigure_I,50080000,0.01,GE,LE,80,dB,,,,,,5008,RX_NF_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_NF_B1_TXFB_1,NoiseFigure_Q,50080001,0.01,GE,LE,80,dB,,,,,,5008,RX_NF_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,TEST1_I,50090000,0.8,GE,LE,1.5,V,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,TEST1_Q,50090001,0.8,GE,LE,1.5,V,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,TEST2_I,50090002,0.8,GE,LE,1.5,V,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,TEST2_Q,50090003,0.8,GE,LE,1.5,V,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,PatResult_I,50090004,1,GE,LE,1,,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_PLLLOCK_B1_DRX_HB4,PatResult_Q,50090005,1,GE,LE,1,,,,,,,5009,RX_PLLLOCK_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
TX_ACLR_3G_B1_TX_HB2,ChannelPower,60000000,4,GE,LE,15,dBm,,,,,,6000,TX_ACLR_3G_B1_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_ACLR_3G_B1_TX_HB2,AclrUpper_H,60000001,-70,GE,LE,-40,dB,,,,,,6000,TX_ACLR_3G_B1_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_ACLR_3G_B1_TX_HB2,AclrLower_H,60000002,-70,GE,LE,-40,dB,,,,,,6000,TX_ACLR_3G_B1_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,ChannelPower,60010000,3.5,GE,LE,15,dBm,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,UTRA1_L,60010001,-70,GE,LE,-40,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,UTRA1_U,60010002,-70,GE,LE,-40,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,UTRA2_L,60010003,-70,GE,LE,-43,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,UTRA2_U,60010004,-70,GE,LE,-43,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,EUTRA_L,60010005,-70,GE,LE,-37,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_ACLR_4G_B30_TX_UHB1,EUTRA_U,60010006,-70,GE,LE,-37,dB,,,,,,6001,TX_ACLR_4G_B30_TX_UHB1_FAILED,6,TX_FAILED,,,,
TX_EVM_3G_B3_TX_HB3,ChannelPower,60020000,4,GE,LE,15,dBm,,,,,,6002,TX_EVM_3G_B3_TX_HB3_FAILED,6,TX_FAILED,,,,
TX_EVM_3G_B3_TX_HB3,EVMrms,60020001,0.01,GE,LE,5,per,,,,,,6002,TX_EVM_3G_B3_TX_HB3_FAILED,6,TX_FAILED,,,,
TX_EVM_3G_B3_TX_HB3,EVMsr,60020002,0.01,GE,LE,5,per,,,,,,6002,TX_EVM_3G_B3_TX_HB3_FAILED,6,TX_FAILED,,,,
TX_EVM_3G_B3_TX_HB3,EVMlimit,60020003,0,GE,LE,20,per,,,,,,6002,TX_EVM_3G_B3_TX_HB3_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B44_TX_LB1,ChannelPower,60030000,3.5,GE,LE,15,dBm,,,,,,6003,TX_EVM_4G_B44_TX_LB1_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B44_TX_LB1,EVMrms,60030001,0.01,GE,LE,5,per,,,,,,6003,TX_EVM_4G_B44_TX_LB1_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B44_TX_LB1,EVMpeak,60030002,0.01,GE,LE,89,per,,,,,,6003,TX_EVM_4G_B44_TX_LB1_FAILED,6,TX_FAILED,,,,
TX_HD_2G_B3_TX_HB2,Power,60040000,2,GE,LE,15,dBm,,,,,,6004,TX_HD_2G_B3_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_HD_2G_B3_TX_HB2,PowerDelta3LO,60040001,-89,GE,LE,-24,dBm,,,,,,6004,TX_HD_2G_B3_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_HD_2G_B3_TX_HB2,HD3,60040002,-80,GE,LE,-41,dBm,,,,,,6004,TX_HD_2G_B3_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_HD_2G_B3_TX_HB2,HD5,60040003,-110,GE,LE,-55,dBm,,,,,,6004,TX_HD_2G_B3_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_HD_4G_10M_B12_TX_LB3,Power,60050000,4,GE,LE,15,dBm,,,,,,6005,TX_HD_4G_10M_B12_TX_LB3_FAILED,6,TX_FAILED,,,,
TX_HD_4G_10M_B12_TX_LB3,PowerDelta3LO,60050001,-89,GE,LE,-15,dBm,,,,,,6005,TX_HD_4G_10M_B12_TX_LB3_FAILED,6,TX_FAILED,,,,
TX_HD_4G_10M_B12_TX_LB3,HD3,60050002,-80,GE,LE,-41,dBm,,,,,,6005,TX_HD_4G_10M_B12_TX_LB3_FAILED,6,TX_FAILED,,,,
TX_HD_4G_10M_B12_TX_LB3,HD5,60050003,-110,GE,LE,-62,dBm,,,,,,6005,TX_HD_4G_10M_B12_TX_LB3_FAILED,6,TX_FAILED,,,,
TX_PE_2G_B2_TX_HB1,PErms,60060000,0,GE,LE,5,,,,,,,6006,TX_PE_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PE_2G_B2_TX_HB1,SpurUpper,60060001,-89,GE,LE,-63,dBc,,,,,,6006,TX_PE_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PE_2G_B2_TX_HB1,SpurLower,60060002,-89,GE,LE,-63,dBc,,,,,,6006,TX_PE_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PE_2G_B2_TX_HB1,IQOffset,60060003,-89,GE,LE,-15,,,,,,,6006,TX_PE_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PLLLOCK_2G_B2_TX_HB1,TEST1,60070000,0.8,GE,LE,1.5,V,,,,,,6007,TX_PLLLOCK_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PLLLOCK_2G_B2_TX_HB1,TEST2,60070001,0.8,GE,LE,1.5,V,,,,,,6007,TX_PLLLOCK_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_PLLLOCK_2G_B2_TX_HB1,PatResult,60070002,1,GE,LE,1,,,,,,,6007,TX_PLLLOCK_2G_B2_TX_HB1_FAILED,6,TX_FAILED,,,,
TX_EVM_2G_B8_TX_LB2_1,SpurLower,60080000,-89,GE,LE,-63,dBc,,,,,,6008,TX_EVM_2G_B8_TX_LB2_1_FAILED,6,TX_FAILED,,,,
TX_EVM_2G_B5_TX_LB1_1,IQOffset,60090000,-89,GE,LE,-15,,,,,,,6009,TX_EVM_2G_B5_TX_LB1_1_FAILED,6,TX_FAILED,,,,
TX_EVM_2G_B8_TX_LB2,IQOffset,60100000,-89,GE,LE,-15,,,,,,,6010,TX_EVM_2G_B8_TX_LB2_FAILED,6,TX_FAILED,,,,
TX_EVM_2G_B8_TX_LB2_1,IQOffset,60080001,-89,GE,LE,-15,,,,,,,6008,TX_EVM_2G_B8_TX_LB2_1_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B1_TX_HB2_20M,ChannelPower,60110000,3.5,GE,LE,15,dBm,,,,,,6011,TX_EVM_4G_B1_TX_HB2_20M_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B1_TX_HB2_20M,EVMrms,60110001,0.01,GE,LE,5,per,,,,,,6011,TX_EVM_4G_B1_TX_HB2_20M_FAILED,6,TX_FAILED,,,,
TX_EVM_4G_B1_TX_HB2_20M,EVMpeak,60110002,0.01,GE,LE,89,per,,,,,,6011,TX_EVM_4G_B1_TX_HB2_20M_FAILED,6,TX_FAILED,,,,
TX_IBE_4G_B28_TX_LB2,Lo_Power,60120000,-999,GE,LE,999,,,,,,,6012,TX_IBE_4G_B28_TX_LB2_FAILED,6,TX_FAILED,,,,
TX_IBE_4G_B28_TX_LB2,Max_image,60120001,-999,GE,LE,999,,,,,,,6012,TX_IBE_4G_B28_TX_LB2_FAILED,6,TX_FAILED,,,,
TX_IBE_4G_B1_TX_HB2,Lo_Power,60130000,-999,GE,LE,999,,,,,,,6013,TX_IBE_4G_B1_TX_HB2_FAILED,6,TX_FAILED,,,,
TX_IBE_4G_B1_TX_HB2,Max_image,60130001,-999,GE,LE,999,,,,,,,6013,TX_IBE_4G_B1_TX_HB2_FAILED,6,TX_FAILED,,,,
RX_IIP_B41_DRX_HB5,IIP3_IB_4G_20M_I,50100000,-21,GE,LE,30,dB,,,,,,5010,RX_IIP_B41_DRX_HB5_IIP3_FAILED,5,RX_FAILED,,,,
RX_IIP_B41_DRX_HB5,IIP3_IB_4G_40M_I,50100001,-21,GE,LE,30,dB,,,,,,5010,RX_IIP_B41_DRX_HB5_IIP3_FAILED,5,RX_FAILED,,,,
RX_IIP_B34_DRX_HB6,IIP3_IB_TDSCDMA_I,50110000,-21,GE,LE,30,dB,,,,,,5011,RX_IIP_B34_DRX_HB6_IIP3_FAILED,5,RX_FAILED,,,,
RX_IIP_B34_DRX_HB6,IIP3_IB_4G_20M_I,50110001,-21,GE,LE,30,dB,,,,,,5011,RX_IIP_B34_DRX_HB6_IIP3_FAILED,5,RX_FAILED,,,,
RX_IIP_B43_DRX_UHB1,IIP3_IB_4G_20M_I,50120000,-21,GE,LE,30,dB,,,,,,5012,RX_IIP_B43_DRX_UHB1_IIP3_FAILED,5,RX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,L_Max_Power,60140000,-10,GE,LE,10,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,L_Max_SR,60140001,30,GE,LE,60,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,L_Max_CR,60140002,30,GE,LE,60,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,H_Max_Power,60140003,-10,GE,LE,10,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,H_Max_SR,60140004,30,GE,LE,60,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,H_Max_CR,60140005,30,GE,LE,60,,,,,,,6014,TX_POWER_3G_B8_TXRF_LB2_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Mid_Power,60150000,-10,GE,LE,10,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Mid_SR,60150001,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Mid_CR,60150002,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Min_Power,60150003,-10,GE,LE,10,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Min_SR,60150004,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Min_CR,60150005,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Max_Power,60150006,-10,GE,LE,10,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Max_SR,60150007,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
TX_POWER_3G_B8_TXRF_LB2,M_Max_CR,60150008,30,GE,LE,60,,,,,,,6015,TX_POWER_3G_B8_TXRF_LB2_M_FAILED,6,TX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GMAX_I,50130000,45,GE,LE,70,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GMAX_Q,50130001,40,GE,LE,70,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GAIN_2G_AGC1_I,50130002,-99,GE,LE,999,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GAIN_2G_AGC1_Q,50130003,-99,GE,LE,999,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GAIN_3G_AGC1_I,50130004,-99,GE,LE,999,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GAIN_3G_AGC1_Q,50130005,-99,GE,LE,999,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
RX_GAIN_B8_RXRF_LB1A,GAIN_4G_AGC1_I,50130006,-99,GE,LE,999,,,,,,,5013,RX_GAIN_B8_RXRF_LB1A_GAIN_FAILED,5,RX_FAILED,,,,
