//  TRX,  INT,   STRING, STRING,      INT,double,#   STRING,   int, double_Ary, double_Ary,double_Ary,double_Ary,double_Ary,STRING,string
//RX|TX,mBand,port_name,BB_Path,RXPLL_sel,inLoss,#  test_Type, burst,       pow1,       pow2,     freq1,     freq2,  baseband, mType,mGainReg,,
,
RX,11,DRX_HB1,B,2,0
,,,,,,,,GSTEP_3G-SC_VGA_14DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x707
,,,,,,,,GSTEP_3G-SC_VGA_16DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x808
,,,,,,,,GSTEP_3G-SC_VGA_18DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x909
,,,,,,,,GSTEP_3G-SC_VGA_20DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0xa0a
,,,,,,,,GSTEP_3G-SC_VGA_22DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0xb0b
,,,,,,,,GSTEP_3G-SC_VGA_24DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0xc0c
,,,,,,GAIN,11,GAIN_3G-SC_MAX,3G-SC,-70,,2655.1e6,2655e6,0.1,0x0
,,,,,,,,GSTEP_3G-SC_LNA_3DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x1010
,,,,,,,,GSTEP_3G-SC_LNA_6DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x2020
,,,,,,,,GSTEP_3G-SC_LNA_12DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x3030
,,,,,,,,GSTEP_3G-SC_LNA_18DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x4040
,,,,,,,,GSTEP_3G-SC_LNA_24DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x5050
,,,,,,,,GSTEP_3G-SC_LNA_30DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x6060
,,,,,,,,GSTEP_3G-SC_LNA_42DB,3G-SC,-70,,2655.1e6,2655e6,0.1,0x7070
,,,,,,,,GAIN_2G_AGC1,2G,-70,,2655.1e6,2655e6,0.1,0x0
,,,,,,,,GAIN_3G-SC_AGC1,3G-SC,-70,,2655.1e6,2655e6,0.1,0x101
,,,,,,,,GAIN_4G_AGC1,4G,-70,,2655.1e6,2655e6,0.1,0x303
,,,,,,NF,1,NF_3G-SC,3G-SC,-70,,2655.1e6,22,0.1,2
,,,,,,EVM,2,EVMrms_3G-SC,3G-SC,-28,,2655e6,22,0.1,2
,,,,,,,,EVMpeak_3G-SC,3G-SC,-28,,2655e6,22,0.1,2
,,,,,,IR,1,IR_3G-SC,3G-SC,-28,,2655.1e6,22,0.1,2
,,,,,,DCOS,3,VDCOS_3G_SC_UNCAL,3G-SC,,,22,22,0,2
,,,,,,,,VDCOS_3G_SC_CAL,3G-SC,,,22,22,0,2
,,,,,,,,VDCOS_3G_SC_CALRANGE,3G-SC,,,22,22,0,2
,,,,,,IIP_CAL3,1,IIP2_OB_CAL_3G,3G-SC,-30,,2535.1e6,2535e6,0.1,0
,,,,,,IIP_CAL9,1,IIP2_OB_CAL_3G,3G-SC,-30,,2535.1e6,2535e6,0.1,0
RX,26,MRX_LB1,A,2,0
,,,,,,IIP,6,IIP3_IB_4G_20M,4G-20MHz,-50,,858.9e6,841.5e6,0.2,0x8383
,,,,,,,,IIP3_OB_HDUP_CDMA2k,CDMA2k,-30,,854.1e6,831.5e6,0.2,0x8383
,,,,,,,,IIP3_OB_HDUP_4G_20M,4G-20MHz,-30,,854.1e6,831.5e6,0.2,0x8383
,,,,,,,,IIP3_OB_2DUP_4G_20M,4G-20MHz,-30,,786.6e6,831.5e6,0.1,0x8383
,,,,,,,,IIP2_OB_4G_1.4M,4G-1.4MHz,-30,,831.6e6,831.5e6,0.1,0x8080
,,,,,,,,IIP2_OB_4G_10M,4G-10MHz,-30,,831.6e6,831.5e6,0.1,0x8080
,,,,,,GAIN,9,GAIN_3G-SC_MAX,3G-SC,-70,,876.6e6,876.5e6,0.1,0x0
,,,,,,,,GSTEP_3G-SC_LNA_3DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x1010
,,,,,,,,GSTEP_3G-SC_LNA_6DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x2020
,,,,,,,,GSTEP_3G-SC_LNA_12DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x3030
,,,,,,,,GSTEP_3G-SC_LNA_18DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x4040
,,,,,,,,GSTEP_3G-SC_LNA_24DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x5050
,,,,,,,,GSTEP_3G-SC_LNA_30DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x6060
,,,,,,,,GSTEP_3G-SC_LNA_42DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x7070
,,,,,,,,GAIN_4G_AGC1,4G-10M,-70,,876.6e6,876.5e6,0.1,0x303
,,,,,,GSTEP_VGA,12,GSTEP_3G-SC_VGA_2DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x101
,,,,,,,,GSTEP_3G-SC_VGA_4DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x202
,,,,,,,,GSTEP_3G-SC_VGA_6DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x303
,,,,,,,,GSTEP_3G-SC_VGA_8DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x404
,,,,,,,,GSTEP_3G-SC_VGA_10DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x505
,,,,,,,,GSTEP_3G-SC_VGA_12DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x606
,,,,,,,,GSTEP_3G-SC_VGA_14DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x707
,,,,,,,,GSTEP_3G-SC_VGA_16DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x808
,,,,,,,,GSTEP_3G-SC_VGA_18DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0x909
,,,,,,,,GSTEP_3G-SC_VGA_20DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0xa0a
,,,,,,,,GSTEP_3G-SC_VGA_22DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0xb0b
,,,,,,,,GSTEP_3G-SC_VGA_24DB,3G-SC,-70,,876.6e6,876.5e6,0.1,0xc0c
,,,,,,GMAXDiff,1,GAIN_3G-SC_MAX_PATHC,3G-SC,-70,,876.6e6,876.5e6,0.1,0x0
,,,,,,,,GMaxDiff,,,,,,,
,,,,,,NF,1,NF_3G-SC,3G-SC,-70,,876.6e6,0,0.1,2
,,,,,,EVM,2,EVMrms_3G-SC,3G-SC,-28,,876.5e6,0,0.1,2
,,,,,,,,EVMpeak_3G-SC,3G-SC,-28,,876.5e6,0,0.1,2
