//  TRX,  INT,   STRING, STRING,      INT,double,#   STRING,   int,  string_Ary, string_Ary, double_Ary, double_Ary,double_Ary,double_Ary,double_Ary,string
//RX|TX,mBand,port_name,BB_Path,RXPLL_sel,inLoss,#  test_Type, burst, type,  ifmode,      pow1,       pow2,     freq1,     freq2,  baseband, mGainReg,,
RX,40,RXRF_HB5A,A,1,0
,,,,,,,,OOB_IIP3_HDUP_3G_SC,3G_SC,-30.0,,2045.1e6,1950.0e6,0.2e6,23,10
,,,,,,,,OOB_IIP3_HDUP_3G_DC,3G_DC,-30.0,,2045.1e6,1950.0e6,0.2e6,23,10
,,,,,,,,OOB_IIP3_HDUP_4G_20MHz,4G_20MHz,-30.0,,2045.1e6,1950.0e6,0.2e6,23,6
,,,,,,,,OOB_IIP3_2DUP_3G_SC,3G_SC,-30.0,,1760.1e6,1950.0e6,0.1e6,23,10
,,,,,,,,OOB_IIP3_2DUP_3G_DC,3G_DC,-30.0,,1760.1e6,1950.0e6,0.1e6,23,10
,,,,,,,,OOB_IIP3_2DUP_4G_5MHz,4G_5MHz,-30.0,,1760.1e6,1950.0e6,0.1e6,23,6
,,,,,,,,OOB_IIP3_2DUP_4G_10MHz,4G_10MHz,-30.0,,1760.1e6,1950.0e6,0.1e6,23,6
,,,,,,,,OOB_IIP3_2DUP_4G_15MHz,4G_15MHz,-30.0,,1760.1e6,1950.0e6,0.1e6,23,6
,,,,,,,,OOB_IIP3_2DUP_4G_20MHz,4G_20MHz,-30.0,,1760.1e6,1950.0e6,0.1e6,23,6
,,,,,,,,IB_IIP2_2G_Uncal,2G,-33.0,,2134.1e6,2134.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_1.4MHz_Uncal,4G_1.4MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_3MHz_Uncal,4G_3MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_5MHz_Uncal,4G_5MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_10MHz_Uncal,4G_10MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_15MHz_Uncal,4G_15MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_20MHz_Uncal,4G_20MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,,,OOB_IIP2_4G_40MHz_Uncal,4G_40MHz,-30.0,,1950.1e6,1950.0e6,0.1e6,23,12
,,,,,,IR,1,IR,3G_SC,-28.0,,2140.1e6,,0.1e6,18,-3
,,,,,,IR_NOLNA,1,IR,3G_SC,-28.0,,2140.1e6,,0.1e6,4,-3
,,,,,,NF,5,NF_2G,2G,-70.0,,2140.1e6,,0.1e6,37,12
,,,,,,,,NF_3G_SC,3G_SC,-70.0,,2140.1e6,,0.1e6,37,10
,,,,,,,,NF_TDSCDMA,TDSCDMA,-70.0,,2140.1e6,,0.1e6,37,6
,,,,,,,,NF_4G_10MHz,4G_10MHz,-70.0,,2140.1e6,,0.1e6,37,6
,,,,,,,,NF_4G_20MHz,4G_20MHz,-65.0,,2140.1e6,,0.1e6,37,10
,,,,,,NF_NOLNA,5,NF_2G,2G,-70.0,,2140.1e6,,0.1e6,23,12
,,,,,,,,NF_3G_SC,3G_SC,-70.0,,2140.1e6,,0.1e6,23,10
,,,,,,,,NF_TDSCDMA,TDSCDMA,-70.0,,2140.1e6,,0.1e6,23,6
,,,,,,,,NF_4G_10MHz,4G_10MHz,-70.0,,2140.1e6,,0.1e6,23,6
,,,,,,,,NF_4G_20MHz,4G_20MHz,-65.0,,2140.1e6,,0.1e6,23,10
RX,23,RXRF_HB4A,A,1,0
,,,,,,GAIN,8,GMAX,2G,-70.0,,2190.1e6,,0.1e6,37,12
,,,,,,,,GAIN_3G_AGC1,3G_SC,-65.0,,2190.1e6,,0.1e6,37,10
,,,,,,,,GSTEP_6dB,3G_SC,-70.0,,2190.1e6,,0.1e6,31,12
,,,,,,,,GSTEP_12dB,3G_SC,-70.0,,2190.1e6,,0.1e6,25,12
,,,,,,,,GSTEP_18dB,3G_SC,-70.0,,2190.1e6,,0.1e6,19,12
,,,,,,,,GSTEP_24dB,3G_SC,-70.0,,2190.1e6,,0.1e6,13,12
,,,,,,,,GSTEP_30dB,3G_SC,-70.0,,2190.1e6,,0.1e6,7,12
,,,,,,,,GSTEP_42dB,3G_SC,-70.0,,2190.1e6,,0.1e6,1,12
,,,,,,GAIN_NOLNA,8,GMAX,2G,-88.0,,2190.1e6,,0.1e6,23,12
,,,,,,,,GAIN_3G_AGC1,3G_SC,-65.0,,2190.1e6,,0.1e6,23,10
,,,,,,,,GSTEP_6dB,3G_SC,-70.0,,2190.1e6,,0.1e6,31,12
,,,,,,,,GSTEP_12dB,3G_SC,-70.0,,2190.1e6,,0.1e6,25,12
,,,,,,,,GSTEP_18dB,3G_SC,-70.0,,2190.1e6,,0.1e6,19,12
,,,,,,,,GSTEP_24dB,3G_SC,-70.0,,2190.1e6,,0.1e6,13,12
,,,,,,,,GSTEP_30dB,3G_SC,-70.0,,2190.1e6,,0.1e6,7,12
,,,,,,,,GSTEP_42dB,3G_SC,-70.0,,2190.1e6,,0.1e6,1,12
,,,,,,NF,1,NF_3G_SC,3G_SC,-70.0,,2190.1e6,,0.1e6,37,10
,,,,,,NF_NOLNA,1,NF_3G_SC,3G_SC,-70.0,,2190.1e6,,0.1e6,23,10
RX,12,RXRF_LB4A,A,1,0
,,,,,,DCOS,1,DCOS_Uncal,3G_SC,,,737.5e6,,,37,12
,,,,,,DCOS_NOLNA,1,DCOS_Uncal,3G_SC,,,737.5e6,,,23,12
,,,,,,GAIN,9,GMAX,2G,-70.0,,737.6e6,,0.1e6,37,12
,,,,,,,,GAIN_3G_AGC1,3G_SC,-65.0,,737.6e6,,0.1e6,37,10
,,,,,,,,GAIN_4G_AGC1,4G_10MHz,-61.0,,737.6e6,,0.1e6,37,6
,,,,,,,,GSTEP_6dB,3G_SC,-70.0,,737.6e6,,0.1e6,31,12
,,,,,,,,GSTEP_12dB,3G_SC,-70.0,,737.6e6,,0.1e6,25,12
,,,,,,,,GSTEP_18dB,3G_SC,-70.0,,737.6e6,,0.1e6,19,12
,,,,,,,,GSTEP_24dB,3G_SC,-70.0,,737.6e6,,0.1e6,13,12
,,,,,,,,GSTEP_30dB,3G_SC,-70.0,,737.6e6,,0.1e6,7,12
,,,,,,,,GSTEP_42dB,3G_SC,-70.0,,737.6e6,,0.1e6,1,12
,,,,,,GAIN_NOLNA,9,GMAX,2G,-88.0,,737.6e6,,0.1e6,23,12
,,,,,,,,GAIN_3G_AGC1,3G_SC,-65.0,,737.6e6,,0.1e6,23,10
,,,,,,,,GAIN_4G_AGC1,4G_10MHz,-61.0,,737.6e6,,0.1e6,23,6
,,,,,,,,GSTEP_6dB,3G_SC,-70.0,,737.6e6,,0.1e6,31,12
,,,,,,,,GSTEP_12dB,3G_SC,-70.0,,737.6e6,,0.1e6,25,12
,,,,,,,,GSTEP_18dB,3G_SC,-70.0,,737.6e6,,0.1e6,19,12
,,,,,,,,GSTEP_24dB,3G_SC,-70.0,,737.6e6,,0.1e6,13,12
