Hi6362B200_4171450_2,
22.771363    ,
1.287598    ,
1.301649    ,
1.259645    ,
0.894220    ,
0.986968    ,
0.924737    ,
1.078880    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
0.000000    ,
1.000000     ,
0.673420 mA,
0.003637 mA,
0.120067 mA,
2.932921 mA,
0.422416 mA,
2.441499 mA,
0.247802 mA,
0.244437 mA,
7.086199 mA,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.489248 mA,
0.064649 mA,
34.891184 mA,
51.121641 mA,
1.640092 mA,
-0.060419 mA,
0.247802 mA,
0.060369 mA,
88.454565 mA,
7171.000000     ,
45380.000000     ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
515.686055 mV,
539.155067 mV,
503.681798 mV,
522.265423 mV,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
56.833895 dB,
57.029421 dB,
2.741521 dB,
2.727196 dB,
5.154292 dB,
5.148122 dB,
10.102925 dB,
10.096866 dB,
15.014904 dB,
15.006325 dB,
19.860649 dB,
19.840228 dB,
26.119011 dB,
26.134832 dB,
40.622585 dB,
40.620920 dB,
7.033045 dB,
7.079825 dB,
7.185370 %,
14.700424 %,
41.588952     ,
-7.617087     ,
-9.152731     ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
25.346501 dB,
25.299774 dB,
2.659944 dB,
2.576841 dB,
5.132996 dB,
4.883545 dB,
9.803784 dB,
10.103685 dB,
15.151053 dB,
14.997100 dB,
19.982296 dB,
20.041076 dB,
27.567224 dB,
25.353414 dB,
38.011143 dB,
35.601916 dB,
33.158278 dB,
33.199338 dB,
54.182013 %,
161.217545 %,
52.971537     ,
-22.184602     ,
-23.069052     ,
-22.723722     ,
-24.558808     ,
-83.358656     ,
-82.821365     ,
-87.663395     ,
-82.379409     ,
-82.666611     ,
-81.262247     ,
-82.404162     ,
-81.162243     ,
-84.212528     ,
-80.844772     ,
-82.920888     ,
-80.079717     ,
-81.793241     ,
-82.096887     ,
-77.597046     ,
-75.234566     ,
-85.029843     ,
-81.711605     ,
-79.668393     ,
-83.947845     ,
-82.393950     ,
-82.115748     ,
-84.366156     ,
-83.881947     ,
-85.256016     ,
-81.935948     ,
-83.541561     ,
-78.038725     ,
-83.259866     ,
-89.656182     ,
-81.780020     ,
-84.148451     ,
-79.668384     ,
-78.426035     ,
-89.662258     ,
-78.977981     ,
-83.924183     ,
-84.056264     ,
-82.920453     ,
-89.299064     ,
-85.624826     ,
-84.400623     ,
-83.380976     ,
-84.894655     ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
56.177708 dB,
56.386177 dB,
1.954081 dB,
2.012618 dB,
4.107608 dB,
4.178156 dB,
5.962619 dB,
6.075749 dB,
7.934526 dB,
8.029203 dB,
73.989906 dB,
77.589315 dB,
82.633168 dB,
81.418628 dB,
39.844957 dB,
39.828643 dB,
70.928073 dB,
69.554643 dB,
999.000000 %,
999.000000 %,
6.336149     ,
-14.235508     ,
-13.834723     ,
-5.141253      ,
-5.147032      ,
-5.555552      ,
-5.515638      ,
-5.160294      ,
-5.105633      ,
-4.438501      ,
-4.509311      ,
57.987039      ,
50.422854      ,
57.609934      ,
49.342912      ,
55.833046      ,
49.846322      ,
55.689889      ,
46.995049      ,
52.103711      ,
49.944743      ,
10.004149     ,
4.493615     ,
58.118484 dB,
58.323599 dB,
2.741599 dB,
2.737422 dB,
5.137295 dB,
5.139585 dB,
10.269473 dB,
10.270384 dB,
15.027212 dB,
15.034700 dB,
19.796441 dB,
19.786014 dB,
26.183251 dB,
26.129586 dB,
40.423186 dB,
40.228419 dB,
6.752500 dB,
6.827126 dB,
7.203787 %,
13.842289 %,
41.378026     ,
-8.859295      ,
-10.363707     ,
-9.542328      ,
-8.004592      ,
-10.249806     ,
-9.942006      ,
-11.115354     ,
-10.881407     ,
-9.916754      ,
-10.934935     ,
12.476966      ,
13.487391      ,
13.421822      ,
13.473290      ,
12.707724      ,
15.495883      ,
13.599813      ,
14.593139      ,
13.755106      ,
13.943238      ,
15.106861      ,
14.841401      ,
13.971876      ,
13.896995      ,
11.881773      ,
14.725922      ,
12.261720      ,
13.787606      ,
17.966971      ,
11.690990      ,
49.941851      ,
58.665991      ,
55.146662      ,
55.850429      ,
52.184153      ,
57.065213      ,
53.836791      ,
52.598519      ,
56.604582      ,
52.684082      ,
56.045599      ,
53.178803      ,
52.992786      ,
51.069896      ,
59.017925      ,
54.838434      ,
56.471473      ,
50.393030      ,
56.721522      ,
52.221749      ,
57.139260      ,
55.188630      ,
57.060412      ,
55.079912      ,
56.948830      ,
58.600186      ,
56.008353 dB,
56.220838 dB,
2.812268 dB,
2.815964 dB,
5.248653 dB,
5.254686 dB,
10.157750 dB,
10.152790 dB,
15.202284 dB,
15.207604 dB,
20.126800 dB,
20.116716 dB,
27.275685 dB,
27.308861 dB,
46.600886 dB,
46.708233 dB,
7.852948 dB,
7.837726 dB,
7.410559 %,
15.717098 %,
41.096111     ,
-11.861977     ,
-10.171312     ,
-2.942501      ,
0.439968      ,
0.493100      ,
2.441548      ,
-5.584026      ,
-8.318259      ,
-5.375252      ,
-7.947543      ,
-6.754668      ,
-8.326799      ,
-5.198479      ,
-7.047583      ,
-8.141727      ,
-7.186699      ,
-0.298680      ,
-0.332013      ,
-0.268435      ,
-0.320479      ,
-0.301670      ,
-0.281072      ,
-0.207964      ,
-0.263688      ,
-0.301352      ,
-0.224164      ,
-0.343488      ,
-0.246387      ,
-0.274455      ,
-0.310340      ,
-0.337793      ,
-0.249673      ,
-0.221267      ,
-0.311671      ,
15.183797      ,
12.979184      ,
19.289716      ,
18.717573      ,
-1.840834      ,
-1.933420      ,
-1.951112      ,
-1.922732      ,
-1.649223      ,
-1.707739      ,
-1.741619      ,
-1.756016      ,
-1.905502      ,
-1.866348      ,
-1.900083      ,
-1.811699      ,
-1.887339      ,
-1.987702      ,
20.087824      ,
20.267932      ,
25.989099      ,
26.311096      ,
56.946472      ,
62.081583      ,
54.198229      ,
52.094042      ,
56.448910      ,
53.888799      ,
54.693745      ,
57.267661      ,
55.912445      ,
49.857343      ,
58.155946      ,
53.960702      ,
58.274736      ,
50.967975      ,
50.867826      ,
54.964339      ,
58.045598      ,
47.561701      ,
54.464816      ,
53.258163      ,
42.142765      ,
44.669079      ,
54.704862      ,
52.512204      ,
61.342106      ,
56.203532      ,
57.334106      ,
55.284144      ,
56.930587      ,
55.159792      ,
51.345562      ,
53.438045      ,
49.735801      ,
52.254033      ,
52.197150      ,
49.813672      ,
57.678769 dB,
57.893249 dB,
2.714912 dB,
2.729081 dB,
5.114650 dB,
5.129385 dB,
10.244769 dB,
10.247291 dB,
15.203652 dB,
15.209256 dB,
20.359104 dB,
20.390428 dB,
27.550745 dB,
27.504369 dB,
46.218417 dB,
46.459253 dB,
5.905977 dB,
5.982394 dB,
7.410795 %,
16.527412 %,
41.438769     ,
-14.085461     ,
-15.110606     ,
-14.047838     ,
-13.684109     ,
-13.562169     ,
-14.489997     ,
-14.086614     ,
-14.097665     ,
-14.132038     ,
-13.739727     ,
-4.419303      ,
-4.368143      ,
-4.418490      ,
-4.337820      ,
-4.419716      ,
-4.334396      ,
-4.413482      ,
-4.369659      ,
-4.416860      ,
-4.352355      ,
-4.371138      ,
-4.345518      ,
-4.401189      ,
-4.394436      ,
-4.395858      ,
-4.399363      ,
-4.412001      ,
-4.409575      ,
-2.967512      ,
-2.926513      ,
-2.969028      ,
-2.973345      ,
-2.964426      ,
-2.947901      ,
-3.008549      ,
-2.956661      ,
-0.833961      ,
-0.820337      ,
28.295860      ,
28.365690      ,
28.380209      ,
28.629670      ,
62.250554      ,
57.127801      ,
58.428315      ,
57.142908      ,
60.075575      ,
57.701504      ,
57.686428      ,
59.056315      ,
62.639787      ,
52.968320      ,
61.669352      ,
52.593768      ,
55.571533      ,
51.889423      ,
51.724008      ,
48.268175      ,
56.491272      ,
56.953285      ,
55.674038      ,
57.621590      ,
58.383048      ,
57.516672      ,
59.726138      ,
54.164444      ,
64.996901      ,
53.690277      ,
60.321584      ,
53.885166      ,
56.447316 dB,
56.652013 dB,
2.765106 dB,
2.773065 dB,
5.170368 dB,
5.177689 dB,
10.066827 dB,
10.059653 dB,
15.160315 dB,
15.170590 dB,
20.036230 dB,
20.023053 dB,
27.957389 dB,
27.965517 dB,
46.909356 dB,
46.463124 dB,
6.982468 dB,
6.936022 dB,
7.475882 %,
16.032728 %,
41.438992     ,
-7.833490     ,
-8.807988     ,
54.444794 dB,
54.632930 dB,
2.612264 dB,
2.615139 dB,
4.972173 dB,
4.978484 dB,
9.896283 dB,
9.889031 dB,
14.959874 dB,
14.975910 dB,
19.998349 dB,
19.987157 dB,
27.002606 dB,
26.994959 dB,
48.256351 dB,
47.668221 dB,
7.880165 dB,
8.029879 dB,
7.811019 %,
18.238577 %,
41.838468     ,
-11.445038     ,
-11.355235     ,
-5.392466      ,
-4.401982      ,
-10.634939     ,
-9.522543      ,
-9.851501      ,
-11.247300     ,
-11.661855     ,
-9.356492      ,
-9.221400      ,
-9.767309      ,
-12.110908     ,
-9.564944      ,
-3.660863      ,
-3.633636      ,
-3.726784      ,
-3.640009      ,
-3.723337      ,
-3.656679      ,
-3.692732      ,
-3.686218      ,
-3.722853      ,
-3.661966      ,
-3.715119      ,
-3.668186      ,
-3.752598      ,
-3.650389      ,
-3.881532      ,
-3.891266      ,
-3.848766      ,
-3.863972      ,
-3.890784      ,
-3.848862      ,
-1.795751      ,
-1.836156      ,
0.095985      ,
0.074669      ,
-0.181364      ,
-0.072735      ,
-0.131618      ,
-0.129598      ,
29.488281      ,
29.345938      ,
29.406625      ,
29.588198      ,
46.754356      ,
51.139083      ,
49.855415      ,
49.463419      ,
49.414370      ,
53.358207      ,
49.632523      ,
50.626726      ,
47.554162      ,
50.911530      ,
48.719480      ,
49.446705      ,
49.211551      ,
49.642280      ,
47.696876      ,
50.073186      ,
42.185750      ,
46.582883      ,
48.881400      ,
55.958658      ,
48.213759      ,
49.052122      ,
48.933669      ,
50.289378      ,
