Hi6362B200_4171450_2,
49.756365      ,
50.190663      ,
49.151937      ,
51.696266      ,
47.796421      ,
50.657385      ,
48.500860      ,
49.181256      ,
45.607803 dB,
45.777880 dB,
2.623805 dB,
2.622868 dB,
4.983053 dB,
5.005286 dB,
9.890243 dB,
9.895048 dB,
15.001625 dB,
14.969705 dB,
19.987709 dB,
19.903256 dB,
26.862239 dB,
26.877491 dB,
48.353532 dB,
47.333282 dB,
14.900335 dB,
14.951289 dB,
11.382648 %,
30.943144 %,
40.618236     ,
-13.111927     ,
-14.839495     ,
-5.343168      ,
-6.552388      ,
-6.011485      ,
-3.618465      ,
-12.163979     ,
-9.519772      ,
9.509654      ,
9.619059      ,
9.771133      ,
9.328186      ,
9.284899      ,
8.906214      ,
9.868510      ,
9.394539      ,
6.674825      ,
6.158288      ,
6.365342      ,
6.751831      ,
6.124920      ,
6.501820      ,
6.213460      ,
6.813608      ,
50.756110      ,
57.777878      ,
59.781142      ,
59.665071      ,
56.798961      ,
57.892592      ,
64.292442      ,
58.794814      ,
60.070891      ,
57.774075      ,
57.729915      ,
54.448479      ,
57.371636      ,
54.777001      ,
66.419770      ,
64.038759      ,
39.209420 dB,
39.393747 dB,
2.658735 dB,
2.656393 dB,
4.983302 dB,
4.912280 dB,
9.932816 dB,
10.042128 dB,
14.765540 dB,
14.949155 dB,
19.771380 dB,
20.101054 dB,
26.820274 dB,
26.777444 dB,
46.503251 dB,
47.420982 dB,
21.217962 dB,
21.187027 dB,
17.714488 %,
50.997746 %,
42.638484     ,
-15.767058     ,
-15.935640     ,
-9.349835      ,
-13.815589     ,
-17.428305     ,
-14.843236     ,
-13.205060     ,
-17.965904     ,
-16.479122     ,
-16.839657     ,
-15.779505     ,
-17.197231     ,
-17.680056     ,
-16.806050     ,
7.416221      ,
6.668243      ,
8.128608      ,
7.427421      ,
7.558334      ,
7.168634      ,
7.249348      ,
7.686534      ,
6.767144      ,
8.017730      ,
7.318096      ,
6.871829      ,
6.377001      ,
6.919274      ,
7.533766      ,
8.257260      ,
6.188857      ,
6.782882      ,
6.734331      ,
6.583904      ,
6.617853      ,
7.068616      ,
7.454277      ,
6.443532      ,
6.566551      ,
7.820444      ,
7.285801      ,
7.558549      ,
6.076047      ,
6.513621      ,
6.829076      ,
6.506109      ,
43.370634      ,
42.978056      ,
43.545376      ,
44.335038      ,
58.951886      ,
52.282438      ,
54.644257      ,
52.496868      ,
54.687690      ,
54.224795      ,
52.739754      ,
51.413348      ,
53.921606      ,
55.554737      ,
60.839669      ,
52.659088      ,
53.147686      ,
55.321259      ,
54.614404      ,
55.621532      ,
56.025524      ,
51.957075      ,
52.214150      ,
56.982692      ,
53.072738      ,
55.018381      ,
56.537691      ,
56.731862      ,
54.440135      ,
58.533083      ,
57.763613      ,
53.599877      ,
57.544131      ,
56.222415      ,
60.924617      ,
53.834845      ,
53.267734 dB,
53.094083 dB,
2.752217 dB,
2.762206 dB,
5.161898 dB,
5.170154 dB,
10.023116 dB,
10.032311 dB,
15.073933 dB,
15.112277 dB,
19.806523 dB,
19.765802 dB,
26.717388 dB,
26.850262 dB,
40.945293 dB,
40.738857 dB,
7.760706 dB,
7.826948 dB,
7.218040 %,
14.532876 %,
38.582281     ,
-11.601509     ,
-10.980370     ,
-11.405188     ,
-11.223242     ,
-10.528177     ,
-11.511016     ,
-12.237168     ,
-10.736388     ,
-10.470202     ,
-12.122034     ,
3.940083      ,
3.794093      ,
4.034077      ,
4.240525      ,
4.038330      ,
3.747969      ,
3.908015      ,
3.846188      ,
3.845336      ,
3.802461      ,
3.988590      ,
4.118368      ,
4.039622      ,
4.278471      ,
4.109348      ,
3.859171      ,
5.197346      ,
5.733673      ,
5.600369      ,
5.701483      ,
5.478371      ,
5.401526      ,
5.839814      ,
5.380685      ,
52.138370      ,
57.483356      ,
40.555131      ,
40.106570      ,
48.566650      ,
52.341921      ,
49.749183      ,
50.927460      ,
49.009208      ,
51.496242      ,
50.627956      ,
53.990371      ,
50.857947      ,
51.173696      ,
52.422485      ,
50.578504      ,
51.563319      ,
52.705606      ,
52.581100      ,
43.692290      ,
49.189016      ,
50.508693      ,
49.260704      ,
53.011013      ,
49.706471      ,
52.318455      ,
52.372712      ,
52.008594      ,
51.786050      ,
51.563523      ,
52.765516      ,
52.766266      ,
52.670831 dB,
52.491488 dB,
2.713757 dB,
2.713899 dB,
5.072757 dB,
5.073462 dB,
10.008162 dB,
10.012483 dB,
15.029013 dB,
14.979206 dB,
20.133896 dB,
20.126798 dB,
26.507629 dB,
26.506854 dB,
40.843562 dB,
40.517949 dB,
8.125185 dB,
8.178636 dB,
7.278330 %,
15.430696 %,
38.674751     ,
-8.670171      ,
-13.226840     ,
16.542388      ,
21.573148      ,
17.058122      ,
19.660343      ,
20.947710      ,
19.823918      ,
18.179449      ,
22.303187      ,
58.111307      ,
55.569912      ,
64.045705      ,
58.882034      ,
61.175132      ,
61.474833      ,
59.631768      ,
65.089037      ,
55.646997      ,
60.642229      ,
53.123570 dB,
52.956490 dB,
2.743904 dB,
2.762207 dB,
5.162491 dB,
5.164971 dB,
9.997219 dB,
10.000967 dB,
15.004470 dB,
14.969600 dB,
20.042395 dB,
19.991423 dB,
26.982849 dB,
26.998848 dB,
48.333835 dB,
48.004464 dB,
8.346710 dB,
8.419426 dB,
7.759072 %,
18.083603 %,
39.510224     ,
-14.415324     ,
-14.773109     ,
-14.925473     ,
-14.013824     ,
-0.328255      ,
-0.168940      ,
-0.332405      ,
-0.217692      ,
-0.292237      ,
-0.170465      ,
-0.190880      ,
-0.127541      ,
-0.193589      ,
-0.255317      ,
0.793737      ,
0.916317      ,
0.973921      ,
0.901898      ,
0.832872      ,
0.997358      ,
50.708265      ,
58.838691      ,
52.860675      ,
59.223535      ,
50.715035      ,
59.076199      ,
50.243477      ,
58.351256      ,
49.430394      ,
54.314483      ,
50.423076      ,
59.385385      ,
50.334766      ,
57.798745      ,
48.277526      ,
60.658652      ,
53.831369 dB,
53.665884 dB,
2.793441 dB,
2.808165 dB,
5.232006 dB,
5.249294 dB,
10.294210 dB,
10.294309 dB,
15.333758 dB,
15.340373 dB,
20.540300 dB,
20.548095 dB,
27.814685 dB,
27.742652 dB,
48.144866 dB,
47.973122 dB,
7.838340 dB,
7.811349 dB,
7.698686 %,
16.966339 %,
39.603982     ,
-13.062257     ,
-13.749981     ,
0.452572      ,
-1.806716      ,
-2.448925      ,
-3.370233      ,
-12.006371     ,
-12.860200     ,
-12.659203     ,
-12.547561     ,
-13.530251     ,
-14.911936     ,
-13.625585     ,
-13.967359     ,
-14.012029     ,
-13.692388     ,
-1.228810      ,
-1.228087      ,
-1.213876      ,
-1.202584      ,
-1.259246      ,
-1.259226      ,
-1.235901      ,
-1.288392      ,
-1.267070      ,
-1.215770      ,
-1.273087      ,
-1.242014      ,
-1.291360      ,
-1.199921      ,
-1.206322      ,
-1.149116      ,
-0.033386      ,
0.043223      ,
-0.101967      ,
0.015386      ,
0.443999      ,
0.601089      ,
0.441603      ,
0.569890      ,
0.736677      ,
0.801254      ,
0.633461      ,
0.536382      ,
0.507891      ,
0.634316      ,
0.523070      ,
0.663499      ,
25.034724      ,
25.174186      ,
30.877003      ,
31.188459      ,
55.554914      ,
57.854938      ,
58.871175      ,
57.991293      ,
55.902177      ,
58.797048      ,
56.072557      ,
59.099688      ,
58.230377      ,
61.885029      ,
55.079318      ,
57.434490      ,
53.721831      ,
56.644914      ,
62.322054      ,
58.500818      ,
58.810220      ,
55.949238      ,
55.269176      ,
59.358658      ,
49.228176      ,
49.611759      ,
52.491565      ,
58.330751      ,
56.508107      ,
60.786484      ,
56.329206      ,
64.159380      ,
52.816474      ,
63.372127      ,
54.362683      ,
58.637739      ,
56.990405      ,
65.710842      ,
55.314912      ,
68.407492      ,
56.249151      ,
57.090759      ,
52.185761 dB,
52.020631 dB,
2.759102 dB,
2.771205 dB,
5.191561 dB,
5.209476 dB,
10.222061 dB,
10.221158 dB,
15.082412 dB,
15.100083 dB,
20.578821 dB,
20.566768 dB,
27.412769 dB,
27.408149 dB,
48.239991 dB,
47.935176 dB,
8.999122 dB,
8.798478 dB,
7.848382 %,
18.612005 %,
38.529914     ,
-10.203684     ,
-10.536222     ,
1.392893      ,
1.260397      ,
0.808647      ,
0.595046      ,
58.897203      ,
53.163915      ,
64.891466      ,
52.732434      ,
58.597045      ,
52.795477      ,
56.011834 dB,
55.783078 dB,
2.597919 dB,
2.589048 dB,
4.918404 dB,
4.908300 dB,
10.029846 dB,
10.040028 dB,
15.051306 dB,
15.038360 dB,
20.106630 dB,
20.111325 dB,
26.561624 dB,
26.556157 dB,
49.175544 dB,
48.379070 dB,
6.869798 dB,
7.036184 dB,
7.472966 %,
16.713943 %,
37.423304     ,
-7.629252      ,
-10.200942     ,
-10.024290     ,
-11.685025     ,
-9.666926      ,
-8.660561      ,
-10.880494     ,
-9.279538      ,
-11.438053     ,
-10.566478     ,
-11.386111     ,
-11.529864     ,
-11.013861     ,
-10.336803     ,
-9.619901      ,
-9.319914      ,
-10.777398     ,
-9.941407      ,
-3.311830      ,
-3.271408      ,
-3.319894      ,
-3.252362      ,
-1.374864      ,
-1.417996      ,
-1.353902      ,
-1.433290      ,
-1.349063      ,
-1.549270      ,
-1.392396      ,
-1.365926      ,
54.375440      ,
57.439848      ,
51.742365      ,
52.472933      ,
53.294128      ,
58.125978      ,
60.022470      ,
59.862418      ,
54.690497      ,
59.515310      ,
58.341331      ,
56.578552      ,
56.279764      ,
54.645570      ,
61.834812      ,
55.981468      ,
48.451062      ,
49.791553      ,
56.963840      ,
55.864416      ,
57.163050      ,
56.683768      ,
57.528065      ,
58.885619      ,
55.496172      ,
59.712342      ,
58.304887      ,
55.265990      ,
51.599447 dB,
51.299593 dB,
2.607225 dB,
2.611546 dB,
4.937406 dB,
4.966470 dB,
9.996224 dB,
10.002207 dB,
15.093609 dB,
15.109981 dB,
20.320626 dB,
20.385773 dB,
26.953748 dB,
26.924717 dB,
46.841321 dB,
46.629803 dB,
8.945497 dB,
9.024587 dB,
7.954140 %,
18.351036 %,
35.697131     ,
-11.929721     ,
-10.431676     ,
-4.277213      ,
-6.143456      ,
-9.570117      ,
-9.314011      ,
-9.268864      ,
-9.096662      ,
47.844599 dB,
47.587310 dB,
2.586064 dB,
2.574477 dB,
4.986833 dB,
4.982143 dB,
10.011323 dB,
9.981344 dB,
14.840583 dB,
14.857413 dB,
20.031013 dB,
20.007012 dB,
26.795118 dB,
26.921667 dB,
47.391452 dB,
47.256526 dB,
12.194867 dB,
12.271214 dB,
8.995431 %,
21.181507 %,
39.185904     ,
-12.436001     ,
-11.747673     ,
-4.628749      ,
-5.140712      ,
-5.273393      ,
-4.520014      ,
-8.636399      ,
-11.355868     ,
-11.464920     ,
-8.754152      ,
-8.769029      ,
-13.402189     ,
55.738658      ,
54.609731      ,
49.340947 dB,
49.001748 dB,
2.652306 dB,
2.650428 dB,
4.980804 dB,
4.980609 dB,
9.857664 dB,
9.829581 dB,
15.047872 dB,
15.044416 dB,
19.897517 dB,
19.928860 dB,
26.411503 dB,
26.494897 dB,
45.507200 dB,
44.542208 dB,
10.571752 dB,
10.736649 dB,
8.207130 %,
18.065451 %,
35.196966     ,
-12.191977     ,
-9.585891      ,
-11.708421     ,
-10.829073     ,
-13.797681     ,
-10.437348     ,
-11.393562     ,
-11.300835     ,
-11.828543     ,
-10.665994     ,
-20.657313      ,
-20.364404      ,
-22.729713      ,
-22.483446      ,
-28.158076      ,
-28.148298      ,
-43.051979      ,
-43.080046      ,
-20.513792      ,
-20.215024      ,
-21.601183      ,
-21.292893      ,
-49.374182      ,
-49.315243      ,
-20.140787      ,
-19.837200      ,
-25.705025      ,
-25.665499      ,
-36.833670      ,
-36.809665      ,
-20.556137      ,
-20.255416      ,
-20.544441      ,
-20.251610      ,
-20.557690      ,
-20.261202      ,
-48.506346      ,
-48.477135      ,
-64.857393      ,
-64.785399      ,
-50.673269      ,
-50.632118      ,
-33.919400      ,
-33.889527      ,
-45.805071      ,
-45.647338      ,
-103.751438     ,
-103.095406     ,
-99.333716      ,
-106.243716     ,
-108.297455     ,
-109.614211     ,
-98.465885      ,
-102.610565     ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.673744 dB,
50.496911 dB,
2.676331 dB,
2.686266 dB,
5.031464 dB,
5.044425 dB,
9.856099 dB,
9.870396 dB,
14.626654 dB,
14.607907 dB,
19.759705 dB,
19.768124 dB,
25.716273 dB,
25.817385 dB,
40.791256 dB,
41.556906 dB,
10.333709 dB,
10.209384 dB,
7.363409 %,
16.180449 %,
38.232461     ,
1.174380     ,
2.265436     ,
30.597890     ,
27.910983     ,
28.801642     ,
27.850944     ,
85.670896     ,
93.053638     ,
85.784732     ,
83.546903     ,
87.096248     ,
88.117197     ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
44.648753 dB,
44.755302 dB,
2.560651 dB,
2.569186 dB,
4.897483 dB,
4.888725 dB,
9.883901 dB,
9.911724 dB,
14.893346 dB,
14.879157 dB,
20.068520 dB,
20.081513 dB,
26.170577 dB,
26.210167 dB,
42.826242 dB,
42.652129 dB,
15.021079 dB,
15.011680 dB,
39.755852     ,
-13.241939     ,
-11.317433     ,
-8.293384      ,
-12.353773     ,
-8.996418      ,
-12.892886     ,
-11.343547     ,
-11.978090     ,
19.724756      ,
18.452702      ,
20.652013      ,
17.952497      ,
19.073269      ,
17.359458      ,
18.815208      ,
16.958897      ,
19.031653      ,
17.111709      ,
17.086596      ,
17.147514      ,
61.896730      ,
58.607456      ,
64.697233      ,
61.029747      ,
63.909409      ,
66.208545      ,
64.336325      ,
71.740721      ,
67.715377      ,
67.750398      ,
65.969746      ,
66.078467      ,
63.539238      ,
63.397123      ,
65.443114      ,
70.347903      ,
68.192274      ,
69.037582      ,
65.434660      ,
68.202608      ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
41.308872 dB,
41.422418 dB,
2.480935 dB,
2.480702 dB,
4.802857 dB,
4.813346 dB,
9.778913 dB,
9.818142 dB,
14.725807 dB,
14.716603 dB,
19.903795 dB,
19.835403 dB,
26.057910 dB,
26.346252 dB,
41.823641 dB,
42.167708 dB,
17.802674 dB,
17.688766 dB,
10.430547 %,
26.049032 %,
38.804449     ,
-14.823091     ,
-14.937098     ,
-12.546078     ,
-13.761987     ,
20.243806      ,
15.550044      ,
17.741890      ,
16.032603      ,
17.296570      ,
16.935849      ,
16.341486      ,
16.928766      ,
65.016131      ,
61.282783      ,
60.295992      ,
63.378472      ,
60.557338      ,
60.111699      ,
64.342974      ,
62.704722      ,
65.429967      ,
61.555903      ,
67.552238      ,
62.356342      ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
38.479973 dB,
38.525799 dB,
2.576796 dB,
2.572091 dB,
4.882071 dB,
4.924358 dB,
9.686451 dB,
9.786873 dB,
14.715422 dB,
14.593892 dB,
19.162420 dB,
19.529687 dB,
25.889828 dB,
25.769161 dB,
41.784723 dB,
39.860730 dB,
20.675070 dB,
20.697332 dB,
11.698935 %,
31.092436 %,
46.645746     ,
-12.505502     ,
-15.626890     ,
16.318309      ,
16.162540      ,
14.736975      ,
14.936746      ,
16.824924      ,
15.045634      ,
15.863206      ,
13.851745      ,
62.494287      ,
60.547310      ,
63.995812      ,
56.819799      ,
61.159422      ,
66.397661      ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
51.570331 dB,
51.692184 dB,
2.552456 dB,
2.540011 dB,
4.855482 dB,
4.848518 dB,
9.724502 dB,
9.706547 dB,
14.639876 dB,
14.614673 dB,
19.683443 dB,
19.714558 dB,
26.149628 dB,
26.100713 dB,
41.493371 dB,
41.644007 dB,
17.087845 dB,
17.120746 dB,
999.000000 %,
999.000000 %,
-41.109695     ,
-7.409941     ,
-8.039001     ,
-8.852666     ,
-8.871692     ,
-9.531811     ,
-7.685044     ,
-8.312941     ,
-7.059812     ,
-7.578931     ,
-9.464683     ,
-7.849376     ,
-8.760943     ,
-9.126153     ,
-6.920940     ,
20.181448     ,
19.650411     ,
21.634210     ,
17.924537     ,
21.076760     ,
21.178206     ,
